ID_Venta,Marca,Pais_Origen,Tipo_Carroceria,Tipo_Combustible,Caballos_Fuerza,Precio_Catalogo_Original,Sede,Ciudad_Sede,Precio_Construccion,Precio_Publico,Cantidad_Vendida,Anio_Venta
27,Dodge,Estados Unidos,Sedan,Gas,102.0,8558.0,Carworld Pacifico,Cali,6104.0,9789.0,202.0,2025-01-01
28,Dodge,Estados Unidos,Wagon,Gas,88.0,"$8,921",Autoplaza Norte,Bogota,6331.0,10465.0,174.0,2023-01-01
29,Dodge,Estados Unidos,Hatchback,Gas,145.0,12964.0,Autoplaza Norte,Bogota,7521.0,14879.0,150.0,2026-01-01
30,Honda,Japon,Hatchback,Gas,58.0,6479.0,Drivehub Caribee,Barranquilla,8545.25925925926,7004.0,206.0,2026-01-01
31,Honda,Japon,Hatchback,Gas,76.0,"$6,855",Drivehub Caribe,Barranquilla,4724.0,7479.0,189.0,2026-01-01
32,Honda,Japon,Hatchback,Gas,60.0,5399.0,Motorcenter Sur,Medellin,3896.0,5843.0,198.0,2025-01-01
33,Honda,Japon,Hatchback,Gas,76.0,"$6,529",Carworld Pacifico,Cali,4017.0,7225.0,161.0,2025-01-01
34,Honda,Japon,Hatchback,Gas,76.0,7129.0,Carworld Pacifico,Cali,4235.0,7527.0,200.0,2026-01-01
35,Honda,Japon,Sedan,Gas,76.0,7295.0,Prime Auto Andino,Pereira,5050.0,8336.0,185.0,2026-01-01
36,Honda,Japon,Wagon,Gas,76.0,7295.0,Primeauto Andiino,Cali,5193.0,8028.0,160.0,2026-01-01
37,Honda,Japon,Hatchback,Gas,86.0,7895.0,Primeauto Andino,Pereira,4893.0,9066.0,183.0,2026-01-01
38,Honda,Japon,Hatchback,Gas,103.59358288770053,9095.0,Drivehub Caribe,Barranquilla,5177.0,10076.0,141.0,2024-01-01
39,Honda,Japon,Sedan,Gas,86.0,8845.0,Carworld Pacifico,Cali,6529.0,10192.0,207.0,2025-01-01
40,Honda,Japon,Sedan,Gas,86.0,"$10,295",Carworld Pacifico,Cali,6481.0,11336.0,150.0,2024-01-01
41,Honda,Japon,Sedan,Gas,101.0,"$12,945",Autoplaza Norte,Bogota,8460.0,14098.0,180.0,2026-01-01
42,Honda,Japon,Sedan,Gas,100.0,"$10,345",Drivehub Caribe,Barranquilla,8545.25925925926,11632.0,153.0,2024-01-01
43,Isuzu,Japon,Sedan,Gas,78.0,6785.0,Velocitymotors,Bucaramanga,4649.0,7829.0,189.0,2026-01-01
44,Isuzu,Japon,Hatchback,Gas,90.0,11048.0,Drivehub Caribe,Barranquilla,7701.0,12178.0,150.0,2024-01-01
45,Jaguar,Reino Unido,Sedan,Gas,176.0,32250.0,Velocitymotors,Bucaramanga,19086.0,38394.0,72.0,2024-01-01
46,Jaguar,Reino Unido,Sedan,Gas,176.0,"$35,550",Autoplaza Norte,Bogota,23402.0,37536.0,57.0,2026-01-01
47,Jaguar,Reino Unido,Sedan,Gas,262.0,36000.0,Motorcenter Sur,Medellin,24810.0,40057.0,58.0,2025-01-01
48,Mazda,Japon,Hatchback,Gas,68.0,5195.0,Carworld Pacifico,Cali,3095.0,6209.0,188.0,2026-01-01
49,Mazda,Japon,Hatchback,Gas,68.0,6095.0,Autoplaza Norte,Bogota,3566.0,6901.0,164.0,2025-01-01
50,Mazda,Japon,Hatchback,Gas,68.0,"$6,795",Carworld Pacifico,Cali,5072.0,7566.0,190.0,2025-01-01
51,Mazda,Japon,Sedan,Gas,103.59358288770053,6695.0,Primeauto Andino,Pereira,4374.0,7601.0,174.0,2026-01-01
52,Mazda,Japon,Sedan,Gas,68.0,7395.0,Motorcenter Sur,Medellin,4453.0,8404.0,194.0,2026-01-01
53,Mazda,Japon,Hatchback,Gas,101.0,10945.0,Motorcenter Sur,Medellin,8201.0,12693.0,158.0,2024-01-01
54,Mazda,Japon,Hatchback,Gas,103.59358288770053,11845.0,Autoplaza Norte,Bogota,8802.0,12664.0,160.0,2024-01-01
55,Mazda,Japon,Hatchback,Gas,101.0,"$13,645",Motorcenter Sur,Medellin,9028.0,14839.0,178.0,2024-01-01
56,Mazda,Japon,Hatchback,Gas,135.0,15645.0,Velocitymotors,Cali,11367.0,17790.0,176.0,2026-01-01
57,Mazda,Japon,Hatchback,Gas,84.0,8845.0,Motorcenter Sur,Medellin,5199.0,10438.0,182.0,2025-01-01
58,Mazda,Japon,Sedan,Gas,84.0,8495.0,Carworld Pacifico,Cali,5146.0,9636.0,169.0,2026-01-01
59,Mazda,Japon,Hatchback,Gas,84.0,10595.0,Carworld Pacifico,Cali,7311.0,11504.0,161.0,2026-01-01
60,Mazda,Japon,Sedan,Gas,84.0,10245.0,Car World Pacifico,Cali,7370.0,11802.0,153.0,2025-01-01
61,Mazda,Japon,Sedan,Diesel,64.0,10795.0,Carworld Pacifico,Cali,7786.0,12533.0,153.0,2025-01-01
62,Mazda,Japon,Hatchback,Gas,84.0,"$11,245",Velocitymotors,Bucaramanga,7094.0,12209.0,159.0,2026-01-01
63,Mazda,Japon,Sedan,Gas,120.0,"$18,280",Drivehub Caribe,Barranquilla,13300.0,20230.0,160.0,2026-01-01
64,Mazda,Japon,Sedan,Diesel,72.0,18344.0,Primeauto Andino,Pereira,13211.0,20731.0,126.0,2025-01-01
65,Mercedes-Benz,Alemania,Sedan,Diesel,123.0,25552.0,Autoplaza Norte,Bogota,18835.0,28733.0,78.0,2026-01-01
66,Mercedes-Benz,Alemania,Wagon,Diesel,123.0,28248.0,Carworld Pacifico,Cali,19973.0,31311.0,87.0,2026-01-01
67,Mercedes-Benz,Alemania,Hardtop,Diesel,123.0,28176.0,Motorcenter Sur,Medellin,19267.0,30843.0,91.0,2025-01-01
68,Mercedes-Benz,Alemania,Sedan,Diesel,123.0,31600.0,Carworld Pacifico,Cali,21050.0,33654.0,77.0,2025-01-01
69,Mercedes-Benz,Alemania,Sedan,Gas,155.0,34184.0,Motorcenter Sur,Medellin,21346.0,36167.0,78.0,2025-01-01
70,Mercedes-Benz,Alemania,Convertible,Gas,155.0,35056.0,Primeauto Andino,Pereira,25872.0,41849.0,44.0,2025-01-01
71,Mercedes-Benz,Alemania,Sedan,Gas,184.0,40960.0,Primeauto Andino,Pereira,30504.0,48213.0,29.0,2026-01-01
72,Mercedes-Benz,Alemania,Hardtop,Gas,184.0,"$45,400",Primeauto Andino,Pereira,27548.0,50087.0,1.0,2023-01-01
73,Mercury,Estados Unidos,Hatchback,Gas,175.0,16503.0,Motorcenter Sur,Medellin,10085.0,19697.0,160.0,2024-01-01
74,Mitsubishi,Japon,Hatchback,Gas,68.0,5389.0,Carworld Pacifico,Cali,3487.0,6206.0,191.0,2023-01-01
75,Mitsubishi,Japon,Hatchback,Gas,68.0,"$6,189",Primeauto Andino,Pereira,3959.0,6946.0,191.0,2026-01-01
76,Mitsubishi,Japon,Hatchback,Gas,68.0,6669.0,Velocitymotors,Bucaramanga,4994.0,7496.0,171.0,2026-01-01
77,Mitsubishi,Japon,Hatchback,Gas,102.0,"$7,689",Motorcenter Sur,Medellin,4499.0,8170.0,187.0,2026-01-01
78,Mitsubishi,Japon,Hatchback,Gas,116.0,9959.0,Motorcenter Sur,Medellin,5513.0,10594.0,180.0,2025-01-01
79,Mitsubishi,Japon,Hatchback,Gas,103.59358288770053,8499.0,Car World Pacifico,Cali,5514.0,9692.0,156.0,2026-01-01
80,Mitsubishi,Japon,Hatchback,Gas,145.0,"$12,629",Motorcenter Sur,Medellin,7398.0,14309.0,130.0,2026-01-01
81,Mitsubishi,Japon,Hatchback,Gas,145.0,"$14,869",Motorcenter Sur,Medellin,9268.0,16087.0,152.0,2026-01-01
82,Mitsubishi,Japon,Hatchback,Gas,145.0,14489.0,Primeauto Andino,Pereira,10125.0,17270.0,136.0,2026-01-01
83,Mitsubishi,Japon,Sedan,Gas,88.0,"$6,989",Carworld Pacifico,Cali,4852.0,8158.0,184.0,2025-01-01
84,Mitsubishi,Japon,Sedan,Gas,88.0,8189.0,Primeauto Andino,Pereira,8545.25925925926,8738.0,158.0,2026-01-01
85,Mitsubishi,Japon,Sedan,Gas,116.0,"$9,279",Primeauto Andino,Pereira,6110.0,11039.0,145.0,2024-01-01
86,Mitsubishi,Japon,Sedan,Gas,116.0,9279.0,Carworld Pacifico,Cali,6048.0,11099.0,171.0,2024-01-01
87,Nissan,Japon,Sedan,Gas,69.0,5499.0,Autoplaza Norte,Bogota,3724.0,6595.0,181.0,2026-01-01
88,Nissan,Japon,Sedan,Diesel,55.0,7099.0,Primeauto Andino,Pereira,8545.25925925926,7513.0,151.0,2025-01-01
89,Nissan,Japon,Sedan,Gas,69.0,6649.0,Velocitymotors,Bucaramanga,4441.0,7717.0,202.0,2024-01-01
90,Nissan,Japon,Sedan,Gas,69.0,6849.0,Velocitymotors,Bucaramanga,8545.25925925926,7752.0,162.0,2025-01-01
91,Nissan,Japon,Wagon,Gas,69.0,7349.0,Motorcenter Sur,Medellin,4757.0,8495.0,217.0,2026-01-01
92,Nissan,Japon,Sedan,Gas,69.0,7299.0,Velocitymotors,Bucaramanga,5337.0,8724.0,168.0,2025-01-01
93,Nissan,Japon,Hatchback,Gas,69.0,7799.0,Motorcenter Sur,Medellin,4967.0,8994.0,182.0,2026-01-01
94,Nissan,Japon,Sedan,Gas,69.0,7499.0,Autoplaza Nrote,Bogota,4649.0,8815.0,202.0,2026-01-01
95,Nissan,Japon,Wagon,Gas,69.0,7999.0,Carworld Pacifico,Cali,5431.0,9439.0,197.0,2026-01-01
96,Nissan,Japon,Hardtop,Gas,69.0,8249.0,Carworld Pacifico,Cali,5641.0,9699.0,203.0,2025-01-01
97,Nissan,Japon,Hatchback,Gas,97.0,8949.0,Carworld Pacifico,Cali,6469.0,9968.0,150.0,2026-01-01
98,Nissan,Japon,Sedan,Gas,97.0,9549.0,Velocity Motors,Bucaramanga,5692.0,10345.0,154.0,2026-01-01
99,Nissan,Japon,Sedan,Gas,152.0,"$13,499",Autoplaza Norte,Bogota,8772.0,14977.0,156.0,2026-01-01
100,Nissan,Japon,Wagon,Gas,152.0,14399.0,Velocitymotors,Bucaramanga,9567.0,17045.0,156.0,2023-01-01
101,Nissan,Japon,Sedan,Gas,152.0,13499.0,Velocitymotors,Bucaramanga,9499.0,14471.0,154.0,2025-01-01
102,Nissan,Japon,Hatchback,Gas,160.0,17199.0,Autoplaza Norte,Bogota,9609.0,19383.0,110.0,2024-01-01
103,Nissan,Japon,Hatchback,Gas,200.0,19699.0,Autoplaza Norte,Bogota,14753.0,21373.0,134.0,2023-01-01
104,Nissan,Japon,Hatchback,Gas,160.0,"$18,399",Autoplaza Norte,Bogota,11849.0,20923.0,125.0,2025-01-01
105,Peugot,Francia,Sedan,Gas,97.0,"$11,900",Autoplaza Norte,Bogota,7210.0,14036.0,153.0,2026-01-01
106,Peugot,Francia,Sedan,Diesel,95.0,13200.0,Carworld Pacifico,Cali,9592.0,15603.0,115.0,2026-01-01
107,Peugot,Francia,Wagon,Gas,97.0,12440.0,Drivehub Caribe,Barranquilla,8702.0,13504.0,170.0,2023-01-01
108,Peugot,Francia,Wagon,Diesel,95.0,13860.0,Drivehub Caribe,Barranquilla,10265.0,16440.0,148.0,2026-01-01
109,Peugot,Francia,Sedan,Gas,95.0,15580.0,Autoplaza Norte,Bogota,9600.0,17742.0,168.0,2026-01-01
110,Peugot,Francia,Sedan,Diesel,95.0,16900.0,Drivehub Caribe,Cali,11163.0,18633.0,136.0,2026-01-01
111,Peugot,Francia,Wagon,Gas,95.0,16695.0,Drivehub Caribe,Barranquilla,11093.0,19303.0,143.0,2026-01-01
112,Peugot,Francia,Wagon,Diesel,95.0,17075.0,Autoplaza Norte,Bogota,12739.0,19162.0,148.0,2025-01-01
113,Peugot,Francia,Sedan,Gas,97.0,16630.0,Drive Hub Caribe,Barranquilla,9397.0,18404.0,112.0,2026-01-01
114,Peugot,Francia,Sedan,Diesel,95.0,17950.0,Velocitymotors,Bucaramanga,10970.0,20746.0,168.0,2026-01-01
115,Peugot,Francia,Sedan,Gas,142.0,"$18,150",Motorcenter Sur,Medellin,10676.0,19735.0,126.0,2024-01-01
116,Plymouth,Estados Unidos,Hatchback,Gas,103.59358288770053,5572.0,Motorcenter Sur,Medellin,3364.0,6127.0,195.0,2023-01-01
117,Plymouth,Estados Unidos,Hatchback,Gas,102.0,7957.0,Autoplaza Norte,Bogota,5149.0,8873.0,186.0,2026-01-01
118,Plymouth,Estados Unidos,Hatchback,Gas,68.0,6229.0,Carworld Pacifco,Cali,3890.0,6777.0,173.0,2026-01-01
119,Plymouth,Estados Unidos,Sedan,Gas,68.0,6692.0,Autoplaza Norte,Bogota,4209.0,7433.0,210.0,2026-01-01
120,Plymouth,Estados Unidos,Sedan,Gas,68.0,7609.0,Carworld Pacifico,Cali,8545.25925925926,8642.0,182.0,2026-01-01
121,Plymouth,Estados Unidos,Wagon,Gas,88.0,8921.0,Motorcenter Sur,Medellin,6566.0,10359.0,168.0,2026-01-01
122,Plymouth,Estados Unidos,Hatchback,Gas,145.0,12764.0,Autoplaza Norte,Bogota,7200.0,14871.0,155.0,2024-01-01
123,Porsche,Alemania,Hatchback,Gas,103.59358288770053,22018.0,Primeauto Andino,Pereira,13030.0,25836.0,120.0,2026-01-01
124,Porsche,Alemania,Hardtop,Gas,207.0,32528.0,Velocitymotors,Bucaramanga,22257.0,37786.0,60.0,2026-01-01
125,Porsche,Alemania,Hardtop,Gas,207.0,34028.0,Drivehub Caribe,Barranquilla,21156.0,39206.0,67.0,2023-01-01
126,Porsche,Alemania,Convertible,Gas,207.0,"$37,028",Carworld Pacifico,Cali,22248.0,40199.0,25.0,2026-01-01
127,Renault,Francia,Wagon,Gas,103.59358288770053,"$9,295",Primeauto Andino,Pereira,5661.0,10318.0,160.0,2026-01-01
128,Renault,Francia,Hatchback,Gas,103.59358288770053,9895.0,Drivehub Caribe,Cali,6081.0,11099.0,136.0,2025-01-01
129,Saab,Suecia,Hatchback,Gas,110.0,11850.0,Drivehub Caribe,Barranquilla,8529.0,12590.0,192.0,2026-01-01
130,Saab,Suecia,Sedan,Gas,110.0,"$12,170",Autoplaza Norte,Bogota,7026.0,13743.0,187.0,2026-01-01
131,Saab,Suecia,Hatchback,Gas,110.0,15040.0,Drivehub Caribe,Barranquilla,10404.0,16776.0,154.0,2025-01-01
132,Saab,Suecia,Sedan,Gas,110.0,15510.0,Velocitymotors,Bucaramanga,10245.0,18152.0,124.0,2026-01-01
133,Saab,Suecia,Hatchback,Gas,160.0,18150.0,Primeauto Andino,Pereira,11059.0,21720.0,161.0,2025-01-01
134,Saab,Suecia,Sedan,Gas,160.0,18620.0,Drivehub Caribe,Barranquilla,11804.0,21104.0,118.0,2025-01-01
135,Subaru,Japon,Hatchback,Gas,69.0,5118.0,Autoplaza Norte,Bogota,3077.0,5622.0,187.0,2024-01-01
136,Subaru,Japon,Hatchback,Gas,73.0,7053.0,Velocitymotors,Bucaramanga,4742.0,7452.0,185.0,2025-01-01
137,Subaru,Japon,Hatchback,Gas,73.0,7603.0,Motorcenter Sur,Medellin,8545.25925925926,9038.0,183.0,2026-01-01
138,Subaru,Japon,Sedan,Gas,82.0,"$7,126",Primeauto Andino,Pereira,3927.0,8465.0,188.0,2023-01-01
139,Subaru,Japon,Sedan,Gas,82.0,"$7,775",Drivehub Caribe,Barranquilla,5253.0,8459.0,189.0,2026-01-01
140,Subaru,Japon,Sedan,Gas,94.0,9960.0,Autoplaza Norte,Bogota,5865.0,11497.0,164.0,2026-01-01
141,Subaru,Japon,Sedan,Gas,82.0,9233.0,Motorcenter Sur,Medellin,5209.0,9799.0,183.0,2025-01-01
142,Subaru,Japon,Sedan,Gas,111.0,"$11,259",Motorcenter Sur,Medellin,7086.0,12103.0,161.0,2026-01-01
143,Subaru,Japon,Wagon,Gas,82.0,7463.0,Carworld Pacifico,Cali,4180.0,8079.0,189.0,2026-01-01
144,Subaru,Japon,Wagon,Gas,94.0,10198.0,Velocitymotors,Bucaramanga,7417.0,11158.0,175.0,2026-01-01
145,Subaru,Japon,Wagon,Gas,82.0,"$8,013",Drivehub Caribe,Barranquilla,4451.0,9611.0,185.0,2025-01-01
146,Subaru,Japon,Wagon,Gas,111.0,11694.0,Autoplaza Nrote,Bogota,7786.0,13501.0,168.0,2026-01-01
147,Toyota,Japon,Hatchback,Gas,62.0,5348.0,Carworld Pacifico,Cali,3410.0,5924.0,182.0,2025-01-01
148,Toyota,Japon,Hatchback,Gas,62.0,6338.0,Velocity Motors,Bucaramanga,4338.0,7356.0,190.0,2026-01-01
149,Toyota,Japon,Hatchback,Gas,62.0,6488.0,Carworld Pacifico,Cali,3994.0,7703.0,191.0,2026-01-01
150,Toyota,Japon,Wagon,Gas,62.0,"$6,918",Primeauto Andino,Cali,4019.0,8259.0,160.0,2026-01-01
151,Toyota,Japon,Wagon,Gas,62.0,7898.0,Velocitymotors,Bucaramanga,5895.0,8361.0,175.0,2023-01-01
152,Toyota,Japon,Wagon,Gas,62.0,"$8,778",Velocitymotors,Bucaramanga,6301.0,9736.0,182.0,2024-01-01
153,Toyota,Japon,Sedan,Gas,70.0,6938.0,Drivehub Caribe,Barranquilla,5010.0,7396.0,208.0,2024-01-01
154,Toyota,Japon,Hatchback,Gas,70.0,7198.0,Velocitymotors,Bucaramanga,4319.0,7920.0,193.0,2026-01-01
155,Toyota,Japon,Sedan,Diesel,56.0,"$7,898",Carworld Pacifico,Cali,4405.0,8494.0,205.0,2024-01-01
156,Toyota,Japon,Hatchback,Diesel,56.0,7788.0,Velocitymotors,Bucaramanga,4756.0,8933.0,171.0,2025-01-01
157,Toyota,Japon,Sedan,Gas,70.0,"$7,738",Drivehub Caribe,Barranquilla,5087.0,8576.0,182.0,2025-01-01
158,Toyota,Japon,Hatchback,Gas,70.0,8358.0,Drivehub Caribe,Barranquilla,5143.0,9063.0,188.0,2026-01-01
159,Toyota,Japon,Sedan,Gas,70.0,9258.0,Primeauto Andino,Pereira,6625.0,10090.0,137.0,2026-01-01
160,Toyota,Japon,Sedan,Gas,70.0,8058.0,Carworld Pacifico,Cali,4870.0,8896.0,199.0,2025-01-01
161,Toyota,Japon,Hatchback,Gas,70.0,8238.0,Motorcenter Sur,Medellin,6121.0,8971.0,149.0,2026-01-01
162,Toyota,Japon,Sedan,Gas,112.0,9298.0,Motorcenter Sur,Medellin,5964.0,10395.0,186.0,2026-01-01
163,Toyota,Japon,Hatchback,Gas,112.0,"$9,538",Velocitymotors,Cali,8545.25925925926,10061.0,182.0,2026-01-01
164,Toyota,Japon,Hardtop,Gas,116.0,8449.0,Primeauto Andiino,Pereira,4975.0,9226.0,140.0,2026-01-01
165,Toyota,Japon,Hardtop,Gas,116.0,9639.0,Autoplaza Norte,Bogota,6094.0,10715.0,135.0,2024-01-01
166,Toyota,Japon,Hatchback,Gas,103.59358288770053,"$9,989",Velocitymotor,Bucaramanga,6891.0,11392.0,188.0,2023-01-01
167,Toyota,Japon,Hardtop,Gas,116.0,11199.0,Primeauto Andino,Pereira,6469.0,12214.0,182.0,2026-01-01
168,Toyota,Japon,Hatchback,Gas,116.0,11549.0,Carworld Pacifico,Cali,6659.0,12357.0,150.0,2026-01-01
169,Toyota,Japon,Convertible,Gas,116.0,"$17,669",Carworld Pacifico,Cali,13144.0,18754.0,124.0,2026-01-01
170,Toyota,Japon,Sedan,Gas,103.59358288770053,8948.0,Carworld Pacifco,Cali,6200.0,10658.0,177.0,2025-01-01
171,Toyota,Japon,Sedan,Diesel,73.0,10698.0,Carworld Pacifico,Cali,5972.0,11901.0,164.0,2026-01-01
172,Toyota,Japon,Hatchback,Gas,92.0,9988.0,Carworld Pacifico,Cali,6290.0,11358.0,183.0,2026-01-01
173,Toyota,Japon,Sedan,Gas,92.0,"$10,898",Primeauto Andino,Cali,6939.0,12945.0,168.0,2025-01-01
174,Toyota,Japon,Hatchback,Gas,92.0,11248.0,Primeauto Andino,Pereira,7860.0,11950.0,188.0,2026-01-01
175,Toyota,Japon,Hatchback,Gas,103.59358288770053,"$16,558",Drivehub Caribe,Barranquilla,9938.0,19563.0,148.0,2026-01-01
176,Toyota,Japon,Hatchback,Gas,161.0,"$15,998",Motorcenter Sur,Medellin,9389.0,18122.0,150.0,2026-01-01
177,Toyota,Japon,Sedan,Gas,156.0,15690.0,Carworld Pacifico,Cali,8883.0,16862.0,139.0,2026-01-01
178,Toyota,Japon,Wagon,Gas,156.0,"$15,750",Autoplaza Norte,Bogota,10012.0,17509.0,136.0,2025-01-01
179,Volkswagen,Alemania,Sedan,Diesel,52.0,7775.0,Primeauto Andino,Cali,5347.0,9071.0,175.0,2024-01-01
180,Volkswagen,Alemania,Sedan,Gas,85.0,"$7,975",Autoplaza Norte,Bogota,4479.0,8948.0,204.0,2026-01-01
181,Volkswagen,Alemania,Sedan,Diesel,52.0,7995.0,Autoplaza Norte,Bogota,5861.0,9576.0,168.0,2024-01-01
182,Volkswagen,Alemania,Sedan,Gas,85.0,8195.0,Auto Plaza Norte,Bogota,5232.0,9068.0,180.0,2026-01-01
183,Volkswagen,Alemania,Sedan,Gas,85.0,8495.0,Drivehub Caribe,Barranquilla,5080.0,9875.0,139.0,2026-01-01
184,Volkswagen,Alemania,Sedan,Gas,103.59358288770053,9495.0,Primeauto Andino,Pereira,5401.0,10529.0,180.0,2026-01-01
185,Volkswagen,Alemania,Sedan,Gas,100.0,9995.0,Autoplaza Norte,Bogota,5863.0,11738.0,199.0,2026-01-01
186,Volkswagen,Alemania,Convertible,Gas,90.0,11595.0,Carworld Pacifico,Cali,8545.0,13165.0,145.0,2026-01-01
187,Volkswagen,Alemania,Hatchback,Gas,90.0,9980.0,Velocitymotors,Bucaramanga,8545.25925925926,10574.0,218.0,2025-01-01
188,Volkswagen,Alemania,Sedan,Gas,110.0,13295.0,Autoplaza Norte,Bogota,8686.0,14033.0,159.0,2024-01-01
189,Volkswagen,Alemania,Sedan,Diesel,68.0,13845.0,Drivehub Caribe,Barranquilla,9434.0,14815.0,114.0,2024-01-01
190,Volkswagen,Alemania,Wagon,Gas,88.0,"$12,290",Primeauto Andino,Pereira,7830.0,12930.0,155.0,2026-01-01
191,Volvo,Suecia,Sedan,Gas,114.0,12940.0,Drivehub Caribe,Barranquilla,9006.0,13733.0,177.0,2026-01-01
192,Volvo,Suecia,Wagon,Gas,114.0,13415.0,Autoplaza Norte,Bogota,7506.0,15478.0,180.0,2025-01-01
193,Volvo,Suecia,Sedan,Gas,114.0,15985.0,Primeauto Andino,Pereira,10601.0,18065.0,150.0,2025-01-01
194,Volvo,Suecia,Wagon,Gas,114.0,16515.0,Velocitymotors,Bucaramanga,9607.0,19198.0,159.0,2026-01-01
195,Volvo,Suecia,Sedan,Gas,162.0,18420.0,Autoplaza Norte,Bogota,8545.25925925926,21864.0,107.0,2026-01-01
196,Volvo,Suecia,Wagon,Gas,162.0,"$18,950",Drivehub Caribe,Barranquilla,11718.0,21561.0,115.0,2026-01-01
197,Volvo,Suecia,Sedan,Gas,114.0,16845.0,Motorcenter Sur,Medellin,9574.0,19522.0,109.0,2026-01-01
198,Volvo,Suecia,Sedan,Gas,160.0,19045.0,Carworld Pacifico,Cali,10833.0,22160.0,114.0,2026-01-01
199,Volvo,Suecia,Sedan,Gas,134.0,21485.0,Drivehub Caribe,Barranquilla,13155.0,23777.0,128.0,2023-01-01
200,Volvo,Suecia,Sedan,Diesel,106.0,22470.0,Primeauto Andiino,Pereira,16760.0,24406.0,117.0,2024-01-01
201,Volvo,Suecia,Sedan,Gas,114.0,"$22,625",Autoplaza Norte,Bogota,13237.0,24452.0,127.0,2026-01-01
