ID_Venta,Caballos_Fuerza,Precio_Catalogo_Original,Precio_Construccion,Precio_Publico,Cantidad_Vendida,Anio_Venta,ID_Pais_Origen_x,ID_Tipo_Carroceria,ID_Tipo_Combustible,ID_Marca,ID_Pais_Origen_y,ID_Sede,ID_Ciudad_Sede
129,110.0,11850.0,8529.0,12590.0,192.0,2026-01-01,7,2,1,18,7,3,3
130,110.0,"$12,170",7026.0,13743.0,187.0,2026-01-01,7,3,1,18,7,9,6
131,110.0,15040.0,10404.0,16776.0,154.0,2025-01-01,7,2,1,18,7,3,3
132,110.0,15510.0,10245.0,18152.0,124.0,2026-01-01,7,3,1,18,7,2,2
133,160.0,18150.0,11059.0,21720.0,161.0,2025-01-01,7,2,1,18,7,7,5
134,160.0,18620.0,11804.0,21104.0,118.0,2025-01-01,7,3,1,18,7,3,3
135,69.0,5118.0,3077.0,5622.0,187.0,2024-01-01,4,2,1,19,4,9,6
136,73.0,7053.0,4742.0,7452.0,185.0,2025-01-01,4,2,1,19,4,2,2
137,73.0,7603.0,8545.25925925926,9038.0,183.0,2026-01-01,4,2,1,19,4,5,4
138,82.0,"$7,126",3927.0,8465.0,188.0,2023-01-01,4,3,1,19,4,7,5
139,82.0,"$7,775",5253.0,8459.0,189.0,2026-01-01,4,3,1,19,4,3,3
140,94.0,9960.0,5865.0,11497.0,164.0,2026-01-01,4,3,1,19,4,9,6
141,82.0,9233.0,5209.0,9799.0,183.0,2025-01-01,4,3,1,19,4,5,4
142,111.0,"$11,259",7086.0,12103.0,161.0,2026-01-01,4,3,1,19,4,5,4
143,82.0,7463.0,4180.0,8079.0,189.0,2026-01-01,4,4,1,19,4,1,1
144,94.0,10198.0,7417.0,11158.0,175.0,2026-01-01,4,4,1,19,4,2,2
145,82.0,"$8,013",4451.0,9611.0,185.0,2025-01-01,4,4,1,19,4,3,3
146,111.0,11694.0,7786.0,13501.0,168.0,2026-01-01,4,4,1,19,4,15,6
147,62.0,5348.0,3410.0,5924.0,182.0,2025-01-01,4,2,1,20,4,1,1
148,62.0,6338.0,4338.0,7356.0,190.0,2026-01-01,4,2,1,20,4,16,2
149,62.0,6488.0,3994.0,7703.0,191.0,2026-01-01,4,2,1,20,4,1,1
150,62.0,"$6,918",4019.0,8259.0,160.0,2026-01-01,4,4,1,20,4,7,5
151,62.0,7898.0,5895.0,8361.0,175.0,2023-01-01,4,4,1,20,4,2,2
152,62.0,"$8,778",6301.0,9736.0,182.0,2024-01-01,4,4,1,20,4,2,2
153,70.0,6938.0,5010.0,7396.0,208.0,2024-01-01,4,3,1,20,4,3,3
154,70.0,7198.0,4319.0,7920.0,193.0,2026-01-01,4,2,1,20,4,2,2
155,56.0,"$7,898",4405.0,8494.0,205.0,2024-01-01,4,3,2,20,4,1,1
156,56.0,7788.0,4756.0,8933.0,171.0,2025-01-01,4,2,2,20,4,2,2
157,70.0,"$7,738",5087.0,8576.0,182.0,2025-01-01,4,3,1,20,4,3,3
158,70.0,8358.0,5143.0,9063.0,188.0,2026-01-01,4,2,1,20,4,3,3
159,70.0,9258.0,6625.0,10090.0,137.0,2026-01-01,4,3,1,20,4,7,5
160,70.0,8058.0,4870.0,8896.0,199.0,2025-01-01,4,3,1,20,4,1,1
161,70.0,8238.0,6121.0,8971.0,149.0,2026-01-01,4,2,1,20,4,5,4
162,112.0,9298.0,5964.0,10395.0,186.0,2026-01-01,4,3,1,20,4,5,4
163,112.0,"$9,538",8545.25925925926,10061.0,182.0,2026-01-01,4,2,1,20,4,2,2
164,116.0,8449.0,4975.0,9226.0,140.0,2026-01-01,4,5,1,20,4,12,1
165,116.0,9639.0,6094.0,10715.0,135.0,2024-01-01,4,5,1,20,4,9,6
166,103.59358288770052,"$9,989",6891.0,11392.0,188.0,2023-01-01,4,2,1,20,4,4,2
167,116.0,11199.0,6469.0,12214.0,182.0,2026-01-01,4,5,1,20,4,7,5
168,116.0,11549.0,6659.0,12357.0,150.0,2026-01-01,4,2,1,20,4,1,1
169,116.0,"$17,669",13144.0,18754.0,124.0,2026-01-01,4,1,1,20,4,1,1
170,103.59358288770052,8948.0,6200.0,10658.0,177.0,2025-01-01,4,3,1,20,4,18,1
171,73.0,10698.0,5972.0,11901.0,164.0,2026-01-01,4,3,2,20,4,1,1
172,92.0,9988.0,6290.0,11358.0,183.0,2026-01-01,4,2,1,20,4,1,1
173,92.0,"$10,898",6939.0,12945.0,168.0,2025-01-01,4,3,1,20,4,7,5
174,92.0,11248.0,7860.0,11950.0,188.0,2026-01-01,4,2,1,20,4,7,5
175,103.59358288770052,"$16,558",9938.0,19563.0,148.0,2026-01-01,4,2,1,20,4,3,3
176,161.0,"$15,998",9389.0,18122.0,150.0,2026-01-01,4,2,1,20,4,5,4
177,156.0,15690.0,8883.0,16862.0,139.0,2026-01-01,4,3,1,20,4,1,1
178,156.0,"$15,750",10012.0,17509.0,136.0,2025-01-01,4,4,1,20,4,9,6
179,52.0,7775.0,5347.0,9071.0,175.0,2024-01-01,2,3,2,21,2,7,5
180,85.0,"$7,975",4479.0,8948.0,204.0,2026-01-01,2,3,1,21,2,9,6
181,52.0,7995.0,5861.0,9576.0,168.0,2024-01-01,2,3,2,21,2,9,6
182,85.0,8195.0,5232.0,9068.0,180.0,2026-01-01,2,3,1,21,2,21,6
183,85.0,8495.0,5080.0,9875.0,139.0,2026-01-01,2,3,1,21,2,3,3
184,103.59358288770052,9495.0,5401.0,10529.0,180.0,2026-01-01,2,3,1,21,2,7,5
185,100.0,9995.0,5863.0,11738.0,199.0,2026-01-01,2,3,1,21,2,9,6
186,90.0,11595.0,8545.0,13165.0,145.0,2026-01-01,2,1,1,21,2,1,1
187,90.0,9980.0,8545.25925925926,10574.0,218.0,2025-01-01,2,2,1,21,2,2,2
188,110.0,13295.0,8686.0,14033.0,159.0,2024-01-01,2,3,1,21,2,9,6
189,68.0,13845.0,9434.0,14815.0,114.0,2024-01-01,2,3,2,21,2,3,3
190,88.0,"$12,290",7830.0,12930.0,155.0,2026-01-01,2,4,1,21,2,7,5
191,114.0,12940.0,9006.0,13733.0,177.0,2026-01-01,7,3,1,22,7,3,3
192,114.0,13415.0,7506.0,15478.0,180.0,2025-01-01,7,4,1,22,7,9,6
193,114.0,15985.0,10601.0,18065.0,150.0,2025-01-01,7,3,1,22,7,7,5
194,114.0,16515.0,9607.0,19198.0,159.0,2026-01-01,7,4,1,22,7,2,2
195,162.0,18420.0,8545.25925925926,21864.0,107.0,2026-01-01,7,3,1,22,7,9,6
196,162.0,"$18,950",11718.0,21561.0,115.0,2026-01-01,7,4,1,22,7,3,3
197,114.0,16845.0,9574.0,19522.0,109.0,2026-01-01,7,3,1,22,7,5,4
198,160.0,19045.0,10833.0,22160.0,114.0,2026-01-01,7,3,1,22,7,1,1
199,134.0,21485.0,13155.0,23777.0,128.0,2023-01-01,7,3,1,22,7,3,3
200,106.0,22470.0,16760.0,24406.0,117.0,2024-01-01,7,3,2,22,7,12,1
201,114.0,"$22,625",13237.0,24452.0,127.0,2026-01-01,7,3,1,22,7,9,6
